created_at,date,hours,project,description,rate,consultant
2019-01-10 10:00:00,2019-04-05,4,_Vacation,,Vacation,Evan You
2019-01-10 10:00:00,2019-04-08,3,_Sick Day,,Sick Day,Evan You
2019-01-10 10:00:00,2019-04-08,3,_Personal Day,,Personal Day,Evan You
2019-01-10 10:00:00,2019-04-08,2,_Unpaid Leave,,Unpaid Leave,Evan You
2019-01-10 10:00:00,2019-04-02,6,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-04-03,13,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-04-04,4,_Training,Core concepts,Standard,John Leider
2019-01-10 10:00:00,2019-04-04,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,John Leider
2019-01-10 10:00:00,2019-04-04,3,_Travel Time,Commute to Toronto,Standard,John Leider
2019-01-10 10:00:00,2019-04-04,3,_Project management,Publish rules for project controbutors,Standard,John Leider
2019-01-10 10:00:00,2019-04-05,4,_Sick,,Sick,John Leider
2019-01-10 10:00:00,2019-04-05,4,_Vacation,,Vacation,John Leider
2019-01-10 10:00:00,2019-04-08,3,_Sick Day,,Sick Day,John Leider
2019-01-10 10:00:00,2019-04-08,3,_Personal Day,,Personal Day,John Leider
2019-01-10 10:00:00,2019-04-08,2,_Unpaid Leave,,Unpaid Leave,John Leider
2019-01-10 10:00:00,2019-04-02,6,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-03,13,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-04,4,_Training,Core concepts,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-04,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-04,3,_Travel Time,Commute to Toronto,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-04,3,_Project management,Publish rules for project controbutors,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-05,4,_Sick,,Sick,Russ Cox
2019-01-10 10:00:00,2019-04-05,4,_Vacation,,Vacation,Russ Cox
2019-01-10 10:00:00,2019-04-08,3,_Sick Day,,Sick Day,Russ Cox
2019-01-10 10:00:00,2019-04-08,3,_Personal Day,,Personal Day,Russ Cox
2019-01-10 10:00:00,2019-04-08,2,_Unpaid Leave,,Unpaid Leave,Russ Cox
2019-01-10 10:00:00,2019-04-02,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-03,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-04,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-04,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-04,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-04,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-05,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-04-05,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-04-08,3,_Sick Day,,Sick Day,Stanislav Valasek
2019-01-10 10:00:00,2019-04-08,3,_Personal Day,,Personal Day,Stanislav Valasek
2019-01-10 10:00:00,2019-04-08,2,_Unpaid Leave,,Unpaid Leave,Stanislav Valasek
2019-01-10 10:00:00,2019-04-09,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-09,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-11,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-11,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-11,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-11,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-12,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-04-12,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-04-09,6,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-04-10,13,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-04-11,4,_Training,Core concepts,Standard,Evan You
2019-01-10 10:00:00,2019-04-11,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Evan You
2019-01-10 10:00:00,2019-04-11,3,_Travel Time,Commute to Toronto,Standard,Evan You
2019-01-10 10:00:00,2019-04-11,3,_Project management,Publish rules for project controbutors,Standard,Evan You
2019-01-10 10:00:00,2019-04-12,4,_Sick,,Sick,Evan You
2019-01-10 10:00:00,2019-04-12,4,_Vacation,,Vacation,Evan You
2019-01-10 10:00:00,2019-04-15,3,_Sick Day,,Sick Day,Evan You
2019-01-10 10:00:00,2019-04-15,3,_Personal Day,,Personal Day,Evan You
2019-01-10 10:00:00,2019-04-15,2,_Unpaid Leave,,Unpaid Leave,Evan You
2019-01-10 10:00:00,2019-04-09,6,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-04-10,13,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-04-11,4,_Training,Core concepts,Standard,John Leider
2019-01-10 10:00:00,2019-04-11,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,John Leider
2019-01-10 10:00:00,2019-04-11,3,_Travel Time,Commute to Toronto,Standard,John Leider
2019-01-10 10:00:00,2019-04-11,3,_Project management,Publish rules for project controbutors,Standard,John Leider
2019-01-10 10:00:00,2019-04-12,4,_Sick,,Sick,John Leider
2019-01-10 10:00:00,2019-04-12,4,_Vacation,,Vacation,John Leider
2019-01-10 10:00:00,2019-04-15,3,_Sick Day,,Sick Day,John Leider
2019-01-10 10:00:00,2019-04-15,3,_Personal Day,,Personal Day,John Leider
2019-01-10 10:00:00,2019-04-15,2,_Unpaid Leave,,Unpaid Leave,John Leider
2019-01-10 10:00:00,2019-04-09,6,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-10,13,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-11,4,_Training,Core concepts,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-11,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-11,3,_Travel Time,Commute to Toronto,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-11,3,_Project management,Publish rules for project controbutors,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-12,4,_Sick,,Sick,Russ Cox
2019-01-10 10:00:00,2019-04-12,4,_Vacation,,Vacation,Russ Cox
2019-01-10 10:00:00,2019-04-15,3,_Sick Day,,Sick Day,Russ Cox
2019-01-10 10:00:00,2019-04-15,3,_Personal Day,,Personal Day,Russ Cox
2019-01-10 10:00:00,2019-04-15,2,_Unpaid Leave,,Unpaid Leave,Russ Cox
2019-01-10 10:00:00,2019-04-09,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-10,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-11,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-11,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-11,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-11,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-12,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-04-12,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-04-15,3,_Sick Day,,Sick Day,Stanislav Valasek
2019-01-10 10:00:00,2019-04-15,3,_Personal Day,,Personal Day,Stanislav Valasek
2019-01-10 10:00:00,2019-04-15,2,_Unpaid Leave,,Unpaid Leave,Stanislav Valasek
2019-01-10 10:00:00,2019-04-16,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-16,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-18,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-18,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-18,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-18,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-19,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-04-19,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-04-16,6,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-04-17,13,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-04-18,4,_Training,Core concepts,Standard,Evan You
2019-01-10 10:00:00,2019-04-18,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Evan You
2019-01-10 10:00:00,2019-04-18,3,_Travel Time,Commute to Toronto,Standard,Evan You
2019-01-10 10:00:00,2019-04-18,3,_Project management,Publish rules for project controbutors,Standard,Evan You
2019-01-10 10:00:00,2019-04-19,4,_Sick,,Sick,Evan You
2019-01-10 10:00:00,2019-04-19,4,_Vacation,,Vacation,Evan You
2019-01-10 10:00:00,2019-04-22,3,_Sick Day,,Sick Day,Evan You
2019-01-10 10:00:00,2019-04-22,3,_Personal Day,,Personal Day,Evan You
2019-01-10 10:00:00,2019-04-22,2,_Unpaid Leave,,Unpaid Leave,Evan You
2019-01-10 10:00:00,2019-04-16,6,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-04-17,13,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-04-18,4,_Training,Core concepts,Standard,John Leider
2019-01-10 10:00:00,2019-04-18,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,John Leider
2019-01-10 10:00:00,2019-04-18,3,_Travel Time,Commute to Toronto,Standard,John Leider
2019-01-10 10:00:00,2019-04-18,3,_Project management,Publish rules for project controbutors,Standard,John Leider
2019-01-10 10:00:00,2019-04-19,4,_Sick,,Sick,John Leider
2019-01-10 10:00:00,2019-04-19,4,_Vacation,,Vacation,John Leider
2019-01-10 10:00:00,2019-04-22,3,_Sick Day,,Sick Day,John Leider
2019-01-10 10:00:00,2019-04-22,3,_Personal Day,,Personal Day,John Leider
2019-01-10 10:00:00,2019-04-22,2,_Unpaid Leave,,Unpaid Leave,John Leider
2019-01-10 10:00:00,2019-04-16,6,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-17,13,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-18,4,_Training,Core concepts,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-18,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-18,3,_Travel Time,Commute to Toronto,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-18,3,_Project management,Publish rules for project controbutors,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-19,4,_Sick,,Sick,Russ Cox
2019-01-10 10:00:00,2019-04-19,4,_Vacation,,Vacation,Russ Cox
2019-01-10 10:00:00,2019-04-22,3,_Sick Day,,Sick Day,Russ Cox
2019-01-10 10:00:00,2019-04-22,3,_Personal Day,,Personal Day,Russ Cox
2019-01-10 10:00:00,2019-04-22,2,_Unpaid Leave,,Unpaid Leave,Russ Cox
2019-01-10 10:00:00,2019-04-16,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-17,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-18,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-18,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-18,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-18,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-19,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-04-19,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-04-22,3,_Sick Day,,Sick Day,Stanislav Valasek
2019-01-10 10:00:00,2019-04-22,3,_Personal Day,,Personal Day,Stanislav Valasek
2019-01-10 10:00:00,2019-04-22,2,_Unpaid Leave,,Unpaid Leave,Stanislav Valasek
2019-01-10 10:00:00,2019-04-23,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-23,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-25,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-25,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-25,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-25,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-26,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-04-26,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-04-23,6,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-04-24,13,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-04-25,4,_Training,Core concepts,Standard,Evan You
2019-01-10 10:00:00,2019-04-25,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Evan You
2019-01-10 10:00:00,2019-04-25,3,_Travel Time,Commute to Toronto,Standard,Evan You
2019-01-10 10:00:00,2019-04-25,3,_Project management,Publish rules for project controbutors,Standard,Evan You
2019-01-10 10:00:00,2019-04-26,4,_Sick,,Sick,Evan You
2019-01-10 10:00:00,2019-04-26,4,_Vacation,,Vacation,Evan You
2019-01-10 10:00:00,2019-04-29,3,_Sick Day,,Sick Day,Evan You
2019-01-10 10:00:00,2019-04-29,3,_Personal Day,,Personal Day,Evan You
2019-01-10 10:00:00,2019-04-29,2,_Unpaid Leave,,Unpaid Leave,Evan You
2019-01-10 10:00:00,2019-04-23,6,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-04-24,13,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-04-25,4,_Training,Core concepts,Standard,John Leider
2019-01-10 10:00:00,2019-04-25,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,John Leider
2019-01-10 10:00:00,2019-04-25,3,_Travel Time,Commute to Toronto,Standard,John Leider
2019-01-10 10:00:00,2019-04-25,3,_Project management,Publish rules for project controbutors,Standard,John Leider
2019-01-10 10:00:00,2019-04-26,4,_Sick,,Sick,John Leider
2019-01-10 10:00:00,2019-04-26,4,_Vacation,,Vacation,John Leider
2019-01-10 10:00:00,2019-04-29,3,_Sick Day,,Sick Day,John Leider
2019-01-10 10:00:00,2019-04-29,3,_Personal Day,,Personal Day,John Leider
2019-01-10 10:00:00,2019-04-29,2,_Unpaid Leave,,Unpaid Leave,John Leider
2019-01-10 10:00:00,2019-04-23,6,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-24,13,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-25,4,_Training,Core concepts,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-25,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-25,3,_Travel Time,Commute to Toronto,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-25,3,_Project management,Publish rules for project controbutors,Standard,Russ Cox
2019-01-10 10:00:00,2019-04-26,4,_Sick,,Sick,Russ Cox
2019-01-10 10:00:00,2019-04-26,4,_Vacation,,Vacation,Russ Cox
2019-01-10 10:00:00,2019-04-29,3,_Sick Day,,Sick Day,Russ Cox
2019-01-10 10:00:00,2019-04-29,3,_Personal Day,,Personal Day,Russ Cox
2019-01-10 10:00:00,2019-04-29,2,_Unpaid Leave,,Unpaid Leave,Russ Cox
2019-01-10 10:00:00,2019-04-23,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-24,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-25,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-25,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-25,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-25,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-26,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-04-26,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-04-29,3,_Sick Day,,Sick Day,Stanislav Valasek
2019-01-10 10:00:00,2019-04-29,3,_Personal Day,,Personal Day,Stanislav Valasek
2019-01-10 10:00:00,2019-04-29,2,_Unpaid Leave,,Unpaid Leave,Stanislav Valasek
2019-01-10 10:00:00,2019-04-30,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-04-30,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-02,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-02,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-02,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-02,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-03,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-05-03,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-04-30,6,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-05-01,13,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-05-02,4,_Training,Core concepts,Standard,Evan You
2019-01-10 10:00:00,2019-05-02,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Evan You
2019-01-10 10:00:00,2019-05-02,3,_Travel Time,Commute to Toronto,Standard,Evan You
2019-01-10 10:00:00,2019-05-02,3,_Project management,Publish rules for project controbutors,Standard,Evan You
2019-01-10 10:00:00,2019-05-03,4,_Sick,,Sick,Evan You
2019-01-10 10:00:00,2019-05-03,4,_Vacation,,Vacation,Evan You
2019-01-10 10:00:00,2019-05-06,3,_Sick Day,,Sick Day,Evan You
2019-01-10 10:00:00,2019-05-06,3,_Personal Day,,Personal Day,Evan You
2019-01-10 10:00:00,2019-05-06,2,_Unpaid Leave,,Unpaid Leave,Evan You
2019-01-10 10:00:00,2019-04-30,6,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-05-01,13,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-05-02,4,_Training,Core concepts,Standard,John Leider
2019-01-10 10:00:00,2019-05-02,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,John Leider
2019-01-10 10:00:00,2019-05-02,3,_Travel Time,Commute to Toronto,Standard,John Leider
2019-01-10 10:00:00,2019-05-02,3,_Project management,Publish rules for project controbutors,Standard,John Leider
2019-01-10 10:00:00,2019-05-03,4,_Sick,,Sick,John Leider
2019-01-10 10:00:00,2019-05-03,4,_Vacation,,Vacation,John Leider
2019-01-10 10:00:00,2019-05-06,3,_Sick Day,,Sick Day,John Leider
2019-01-10 10:00:00,2019-05-06,3,_Personal Day,,Personal Day,John Leider
2019-01-10 10:00:00,2019-05-06,2,_Unpaid Leave,,Unpaid Leave,John Leider
2019-01-10 10:00:00,2019-04-30,6,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-05-01,13,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-05-02,4,_Training,Core concepts,Standard,Russ Cox
2019-01-10 10:00:00,2019-05-02,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Russ Cox
2019-01-10 10:00:00,2019-05-02,3,_Travel Time,Commute to Toronto,Standard,Russ Cox
2019-01-10 10:00:00,2019-05-02,3,_Project management,Publish rules for project controbutors,Standard,Russ Cox
2019-01-10 10:00:00,2019-05-03,4,_Sick,,Sick,Russ Cox
2019-01-10 10:00:00,2019-05-03,4,_Vacation,,Vacation,Russ Cox
2019-01-10 10:00:00,2019-05-06,3,_Sick Day,,Sick Day,Russ Cox
2019-01-10 10:00:00,2019-05-06,3,_Personal Day,,Personal Day,Russ Cox
2019-01-10 10:00:00,2019-05-06,2,_Unpaid Leave,,Unpaid Leave,Russ Cox
2019-01-10 10:00:00,2019-04-30,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-01,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-02,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-02,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-02,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-02,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-03,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-05-03,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-05-06,3,_Sick Day,,Sick Day,Stanislav Valasek
2019-01-10 10:00:00,2019-05-06,3,_Personal Day,,Personal Day,Stanislav Valasek
2019-01-10 10:00:00,2019-05-06,2,_Unpaid Leave,,Unpaid Leave,Stanislav Valasek
2019-01-10 10:00:00,2019-05-07,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-07,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-09,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-09,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-09,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-09,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-10,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-05-10,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-05-07,6,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-05-08,13,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-05-09,4,_Training,Core concepts,Standard,Evan You
2019-01-10 10:00:00,2019-05-09,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Evan You
2019-01-10 10:00:00,2019-05-09,3,_Travel Time,Commute to Toronto,Standard,Evan You
2019-01-10 10:00:00,2019-05-09,3,_Project management,Publish rules for project controbutors,Standard,Evan You
2019-01-10 10:00:00,2019-05-10,4,_Sick,,Sick,Evan You
2019-01-10 10:00:00,2019-05-10,4,_Vacation,,Vacation,Evan You
2019-01-10 10:00:00,2019-05-13,3,_Sick Day,,Sick Day,Evan You
2019-01-10 10:00:00,2019-05-13,3,_Personal Day,,Personal Day,Evan You
2019-01-10 10:00:00,2019-05-13,2,_Unpaid Leave,,Unpaid Leave,Evan You
2019-01-10 10:00:00,2019-05-07,6,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-05-08,13,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-05-09,4,_Training,Core concepts,Standard,John Leider
2019-01-10 10:00:00,2019-05-09,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,John Leider
2019-01-10 10:00:00,2019-05-09,3,_Travel Time,Commute to Toronto,Standard,John Leider
2019-01-10 10:00:00,2019-05-09,3,_Project management,Publish rules for project controbutors,Standard,John Leider
2019-01-10 10:00:00,2019-05-10,4,_Sick,,Sick,John Leider
2019-01-10 10:00:00,2019-05-10,4,_Vacation,,Vacation,John Leider
2019-01-10 10:00:00,2019-05-13,3,_Sick Day,,Sick Day,John Leider
2019-01-10 10:00:00,2019-05-13,3,_Personal Day,,Personal Day,John Leider
2019-01-10 10:00:00,2019-05-13,2,_Unpaid Leave,,Unpaid Leave,John Leider
2019-01-10 10:00:00,2019-05-07,6,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-05-08,13,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-05-09,4,_Training,Core concepts,Standard,Russ Cox
2019-01-10 10:00:00,2019-05-09,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Russ Cox
2019-01-10 10:00:00,2019-05-09,3,_Travel Time,Commute to Toronto,Standard,Russ Cox
2019-01-10 10:00:00,2019-05-09,3,_Project management,Publish rules for project controbutors,Standard,Russ Cox
2019-01-10 10:00:00,2019-05-10,4,_Sick,,Sick,Russ Cox
2019-01-10 10:00:00,2019-05-10,4,_Vacation,,Vacation,Russ Cox
2019-01-10 10:00:00,2019-05-13,3,_Sick Day,,Sick Day,Russ Cox
2019-01-10 10:00:00,2019-05-13,3,_Personal Day,,Personal Day,Russ Cox
2019-01-10 10:00:00,2019-05-13,2,_Unpaid Leave,,Unpaid Leave,Russ Cox
2019-01-10 10:00:00,2019-05-07,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-08,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-09,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-09,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-09,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-09,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-05-10,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-05-10,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-05-13,3,_Sick Day,,Sick Day,Stanislav Valasek
